Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
144,-1.032939915,0.680608052,1.402550125,-0.529928018,0.869578142,1.903301426,0.03324032,-0.237815275,0.844581681,-0.989004577,-1.306164811,1.047653674,-0.075453673,-0.899500611,-3.618059825,0.086957727,-0.723273586,-0.339748153,-0.489336594,-0.520240424,0.411651247,-0.941006541,-0.157833457,-1.735297174,-0.026033373,-0.814973734,0.094761684,0.126906427,15.36,0
145,1.122578642,0.222573144,0.481927939,1.131375375,-0.214947189,-0.201283177,-0.056555909,0.087470781,-0.250570246,0.195466422,1.636682504,0.865900011,-0.369633923,0.61983026,0.5040385,0.007708176,-0.355744134,-0.055066732,-0.620199929,-0.174625292,0.163222748,0.492048458,-0.068449723,0.233484745,0.532599941,-0.281097206,0.028325526,0.01098968,9.9,0
145,-2.420412824,1.947885385,0.553646043,0.983068886,-0.281518066,2.408957552,-1.40161343,-0.188299113,0.675877503,0.158497491,-1.224951318,1.314705078,0.30441192,-0.290217599,-2.01454784,-0.772800501,0.696761204,0.017913579,2.1772495,-0.276206701,1.213825987,-1.238619921,0.006927308,-1.724222084,0.239602695,-0.31370295,-0.18828088,0.119830988,6,0
145,-2.420412824,1.947885385,0.553646043,0.983068886,-0.281518066,2.408957552,-1.40161343,-0.188299113,0.675877503,0.158497491,-1.224951318,1.314705078,0.30441192,-0.290217599,-2.01454784,-0.772800501,0.696761204,0.017913579,2.1772495,-0.276206701,1.213825987,-1.238619921,0.006927308,-1.724222084,0.239602695,-0.31370295,-0.18828088,0.119830988,6,0
145,-2.419485626,1.949345704,0.552997661,0.982710096,-0.284815275,2.411199592,-1.398537135,-0.188921645,0.675695454,0.158122714,-1.224834474,1.314398312,0.304424889,-0.290433982,-2.014510693,-0.772540313,0.696610461,0.01785501,2.177312065,-0.277406251,1.213389672,-1.238354348,0.007191426,-1.724175069,0.239721077,-0.313606875,-0.187431248,0.119471939,6.74,0
145,-2.419485626,1.949345704,0.552997661,0.982710096,-0.284815275,2.411199592,-1.398537135,-0.188921645,0.675695454,0.158122714,-1.224834474,1.314398312,0.304424889,-0.290433982,-2.014510693,-0.772540313,0.696610461,0.01785501,2.177312065,-0.277406251,1.213389672,-1.238354348,0.007191426,-1.724175069,0.239721077,-0.313606875,-0.187431248,0.119471939,6.74,0
147,0.912979151,-0.652999555,0.298165153,0.209546164,-0.197230544,0.971099946,-0.449460773,0.281896488,0.262492646,-0.06059498,0.422922489,0.693403324,0.664749674,0.093629227,1.039034011,0.965015289,-1.050953826,0.487147394,0.015452642,0.299062225,0.089258076,-0.077306408,-0.237706651,-1.301414873,0.179598999,0.469956018,-0.024738667,0.028338314,170.43,0
147,-2.687977969,4.390230199,-2.360483061,0.360829162,1.310192211,-1.645253431,2.327776083,-1.727825155,4.324751813,6.286487349,2.466395317,-0.727390954,0.026189625,-6.576788553,1.766033522,-0.651758649,2.201391933,0.377628567,-1.450113117,3.169344417,-1.045961422,-0.156951372,0.079853874,-0.012598461,0.207194001,-0.536577942,0.950392727,-0.624431488,0.89,0
150,-0.399879707,1.051965788,1.390802023,0.093131865,-0.007699357,-0.717558971,0.588094752,0.085932097,-0.310721777,-0.533284651,0.177463377,-0.272661629,-0.686154329,-0.237325713,1.201248848,0.028713397,0.44691801,-0.605909619,-0.566862927,0.0182527,-0.224926323,-0.573765956,0.057041383,0.329354096,-0.302724006,0.083882806,0.258834227,0.096336674,0.89,0
152,0.095490023,-2.557694205,-1.134054856,-0.43577047,0.728493415,4.090475997,-0.429328774,0.896879024,1.004244284,-0.673619599,-0.561046276,0.419629369,0.021971862,-0.274255244,-0.037429945,0.286635281,-0.336254419,-0.068411967,0.644496322,1.280124347,0.080097948,-1.038538168,-0.489644637,1.108439997,0.072603095,0.893182949,-0.146017062,0.113110456,614.87,0
153,-0.648576026,0.740564583,1.8003815,0.140825684,0.050646442,-0.257415304,0.920469708,-0.422028002,0.590522449,0.300759584,-0.172947796,-0.103424421,-0.774136093,-0.589982858,-0.035946772,-0.935951855,0.240258706,-1.126232946,-0.131411403,0.062914236,-0.229106585,-0.161205344,-0.112529796,0.420750206,-0.13991383,0.163192735,-0.469013664,-0.350543139,22.99,0
153,-0.903628224,-0.233362598,2.580863531,-0.990572327,-0.397920255,0.281755037,0.238618916,0.249101589,0.651330368,-0.881774861,0.939971814,0.397778746,-1.494562627,-0.428434388,-1.307942351,-0.095618359,-0.080169775,-0.432193307,-0.336658276,0.050471187,-0.075017459,-0.097906267,0.05944787,0.244547634,-0.316141151,0.75440453,-0.166315609,-0.138177096,71.26,0
154,1.190844167,-0.608426894,0.069096521,-0.493509205,-0.944774744,-1.390857139,0.04765887,-0.467883895,-1.248877374,0.570877508,0.276515957,0.206483456,1.408240362,-0.200683589,0.359211438,0.718362667,0.406068318,-1.786030487,0.438820549,0.374267628,0.262280357,0.489142757,-0.186644881,0.797720642,0.630575252,-0.183914266,-0.029301543,0.03350849,127.69,0
154,1.315601305,0.413148285,-0.018953104,0.487834384,0.132330692,-0.574306547,0.146563267,-0.215922858,-0.080276175,-0.314456603,-0.623759228,0.557736093,1.498121825,-0.561514237,1.030952567,0.669772501,-0.373964239,-0.164368864,0.109735899,0.018365238,-0.329566651,-0.891188113,0.011352339,-0.477578557,0.365667356,0.143253535,-0.016757043,0.024640155,1.98,0
155,-0.546215295,0.878083882,1.523176388,-0.242853437,0.323931242,0.371851983,0.446595387,0.37007704,-0.631359033,-0.229069503,1.714119743,0.6938391,-0.316152534,0.440567026,0.678386647,-0.184842427,-0.068411129,-0.734662412,-0.420404254,0.036354025,-0.120936486,-0.268618467,0.036313229,-0.312671175,-0.37805085,0.113659844,0.292120546,0.103729797,6.45,0
155,1.171953522,0.311213252,0.313605078,0.51923042,-0.058032111,-0.258768685,-0.043842811,0.039598889,-0.344226883,-0.179727145,1.979015769,1.406746264,0.871995167,-0.212157236,0.563275934,0.348119863,-0.021623118,-0.343891188,-0.271035656,-0.054283414,-0.200153106,-0.541916273,0.137491127,-0.001739462,0.139121263,0.104375917,-0.005414212,0.018728013,1.29,0
156,0.714401042,-0.493905247,1.269484559,3.011494106,-0.801215875,0.929403838,-0.42887915,0.284565326,0.406555465,0.248953649,-1.103563407,0.517018447,0.070356522,-0.690133944,-1.231518094,-0.246761404,0.277265679,-0.743478107,-0.984552583,0.166906058,0.162122958,0.454363898,-0.263576271,0.144387968,0.483056303,0.222374472,0.03159666,0.05603576,184.31,0
156,-3.494860856,-2.894449732,1.637988839,-0.274975575,-0.389202933,-0.703274524,0.444194183,0.154266424,0.695817584,-0.56849224,1.041956476,0.841409533,-0.239347378,-0.415695785,-0.861171394,0.66427223,-0.593475406,0.237450523,-0.272360502,0.670036194,0.017010307,-0.063521495,0.676253817,0.596377136,0.11422899,0.834914728,0.309675191,0.632260841,500,0
156,1.325295228,-1.138678066,1.276265636,-0.207920238,-1.642087864,0.696572809,-1.502954908,0.297739613,0.872380952,0.251926472,-2.332011372,0.047516889,-0.033914346,-1.266317156,-1.605192131,-1.74371228,0.482654984,0.997653708,0.221744189,-0.498396658,-0.606347646,-0.803193011,-0.026617842,-0.397272515,0.245699397,1.127405544,0.023011432,0.012264475,10,0
158,-0.600816388,0.922454526,-0.13595182,-1.259914839,2.439824406,3.330205324,0.087107088,0.949659242,-0.327931944,0.06170852,-0.157387073,-0.233220337,-0.053332448,0.221138816,1.057070872,0.505629785,-0.899687487,0.081847173,0.357532361,0.348027854,-0.311488589,-0.927233184,-0.045267936,0.979587247,0.016423246,0.091043324,0.371280248,0.180187431,1.79,0
158,-0.159985037,-0.611632858,2.081419302,-1.048128453,-1.083455772,0.254356945,-0.782936554,0.264001941,0.404509215,-0.232303545,-2.093168271,0.465104233,0.650495508,-1.514492223,-2.534978226,-1.786802718,0.291461234,0.851936076,-0.564583752,-0.51018496,-0.36540374,-0.127932001,0.163175571,0.104227427,-1.286765287,0.747625336,0.241777014,0.237055507,10,0
160,1.171438903,0.474973976,0.011760718,1.264302505,0.116234125,-0.865985953,0.554392815,-0.276374984,-0.471301563,0.029103817,0.252013153,0.740675665,0.588883534,0.480297339,0.799411783,-0.59209017,0.032838515,-1.012362789,-0.799293047,-0.119438649,0.070051048,0.278842901,-0.097491441,0.426278229,0.744937649,-0.274727609,0.008471574,0.015492111,20,0
160,-1.551481611,-1.053346034,0.762805729,1.335129061,-2.58552304,1.942252364,1.646686865,0.641265549,-0.649862121,-0.894433571,0.988291378,0.88242292,1.05786513,0.211819844,1.151374994,0.721920217,-0.580298939,1.213069482,-0.249192642,1.433397194,0.867609117,1.254200716,1.572314555,-0.356253923,-0.210821219,-0.229606724,-0.205431387,0.039257942,700,0
162,1.039964313,-0.53435531,1.865190286,1.145121805,-1.488132902,0.589640991,-1.119900414,0.38278113,1.419159657,-0.343118809,0.617488364,1.926840198,0.448318974,-1.073770838,-2.335674118,-0.375364038,0.184548437,-0.049007141,0.604054433,-0.053880115,-0.014701068,0.430842718,-0.071343793,0.63843391,0.366777534,0.451210737,0.053839765,0.0234511,22,0
164,1.212056805,0.246405411,0.309165988,0.584744387,-0.381581347,-0.764967735,-0.067782842,-0.012991283,-0.110617107,-0.091447916,1.498999485,0.513745561,-0.627262128,0.062088347,0.478131202,0.711875624,-0.213038284,0.291523229,0.09716581,-0.117856068,-0.244625313,-0.781194221,0.125371943,0.268166085,0.160142725,0.079644635,-0.0320155,0.019052081,2.28,0
164,-0.433211486,1.020835125,2.019730198,3.00326068,0.031307656,0.187063045,0.850856483,-0.143932449,-0.918042964,0.886323094,-0.811858292,-0.338453439,-0.064504281,-0.275189337,0.055224685,-0.646152559,0.313931819,-0.295943212,1.177882592,0.471102989,-0.177297913,-0.180259507,0.00776031,0.382658023,-0.187192964,0.100067113,0.204038588,-0.018150303,65.26,0
164,0.073496706,0.55103296,0.451890424,0.114963844,0.822946501,0.251480314,0.296318524,0.139496907,-0.123050186,-0.142616897,-1.652948209,-0.908371307,-0.653478668,0.40930989,1.490617839,0.104649349,-0.402916543,-0.113269881,0.777332618,-0.043919723,-0.128758266,-0.381932362,0.151011582,-1.363967289,-1.389079168,0.075412285,0.231749598,0.230170991,0.99,0
167,1.321778325,0.658048335,-0.793312359,0.429647454,0.417966106,-0.927679463,0.18092344,-0.236763419,0.020142966,-1.121742786,-0.149294237,0.082583752,1.193951058,-2.380819502,1.241257627,1.163571675,1.097111215,0.788934571,-0.109340068,0.069872779,-0.248708574,-0.599279667,-0.13822645,-0.587577034,0.499087023,0.589338792,-0.013969185,0.055506373,1,0
167,-0.827464823,1.248569678,1.023826113,0.618081105,0.191093732,-0.208733095,0.964715393,-0.139165792,-0.625848231,0.427322433,1.028719649,0.423747719,-0.242314729,0.424507637,0.368675207,-0.012839339,-0.585486705,0.157830764,1.149651403,-0.090658006,-0.35518984,-0.947556835,0.135053864,-0.074104631,-0.732005556,-0.943677906,-0.649288686,-0.368764974,44.2,0
167,-1.32906237,1.955889812,1.118275164,2.318431902,1.582537232,0.389936614,-1.287306168,-1.323918833,-1.050321354,2.032812005,0.370425699,0.733429931,1.208301361,0.184726433,0.550391787,0.434456929,-0.59824041,0.53399619,1.414980044,0.205083471,1.286968918,-1.261979794,-1.732848381,-0.792373358,-0.775037614,-0.04844331,0.783108914,0.404477746,5.42,0
168,1.27496709,-0.778783352,1.162452685,-0.180424614,-1.532631199,-0.101808286,-1.185737809,0.076521519,-0.26508034,0.679447708,-1.082667188,-0.302765935,0.655988005,-0.3989512,1.495578213,-0.502574658,-0.605092213,1.912624832,-1.169904691,-0.384006672,-0.154060872,0.003712932,-0.040272241,-0.103367397,0.129751636,0.605919186,0.032166543,0.036729612,42.9,0
169,-4.066862271,-5.081215162,-0.11690781,-1.312829273,2.688762246,2.755894978,-1.999094634,1.726412535,-0.413594233,-0.76934304,-1.265962903,-0.306976373,0.096136239,-0.581299332,-1.597357603,1.213666492,0.298187371,-0.60404766,0.534227573,1.876937166,0.794925643,0.294822646,0.429790528,1.059319975,0.606301318,-0.183100838,-0.057776675,-0.532404119,355.51,0
171,-0.365531734,1.006931845,1.108303668,-0.428693695,0.590512808,0.105473838,0.602926227,0.132309557,-0.636397654,-0.152232191,0.324882084,0.469855522,0.556565352,0.187392784,0.187945749,0.715895776,-1.09137979,0.472923128,0.740916147,0.165872526,-0.250030582,-0.663325224,-0.189398624,-0.845682201,-0.055759557,0.124844713,0.263524606,0.099578934,0.89,0
171,-0.957819798,0.247979463,3.772856852,3.311385046,-1.305427246,1.668378567,-0.671931223,0.453987296,0.555107073,0.785059045,0.018821779,-0.383684431,-2.207123113,-0.949910909,-1.530399654,-0.477740069,0.562765743,0.919277229,1.556736793,-0.065313461,0.107106383,0.866859294,-0.43198589,0.581400454,-0.015714579,0.462414335,-0.179223585,-0.17154364,71.69,0
172,-1.428534961,1.793577778,0.545758239,-0.399309007,0.673576897,0.745918946,-0.358474609,-4.044724433,0.232361774,-0.081319856,-1.281166446,-0.487201785,-1.010695786,0.297234744,0.515040615,0.229073289,-0.517037974,-0.117545086,-1.233761195,-1.012853247,3.844728601,-1.093705055,0.2568042,-0.869686899,0.252491469,-0.452726464,0.055280851,-0.153210998,2.29,0
172,1.264698666,0.168285518,-0.275340024,0.220631301,0.459215303,0.468623822,-0.172793943,0.209104024,-0.028623169,-0.13427202,0.534672137,0.179221318,-0.37590753,0.002704562,0.82322718,0.806188237,-0.421363106,0.27255827,0.241154939,-0.106011948,-0.304789291,-0.90860741,-0.009438843,-1.376773714,0.266823096,0.19196682,-0.016844012,0.002034292,1.29,0
179,-0.431091692,0.89075179,1.720542847,-0.238246455,0.273262887,-0.970190619,1.249910376,-0.483676086,-0.871156532,-0.3456891,-0.009360377,0.16827052,0.715169146,0.017895938,1.03167395,-0.3801928,-0.043459961,-0.857500149,1.167422337,0.290504853,-0.412643827,-1.112004923,-0.057683679,0.430112171,-0.063250262,0.723811361,-0.21069683,-0.161057644,27.99,0
180,-0.782666195,1.017986502,1.50585133,0.920904617,0.75876509,0.392474821,1.357625329,-0.666453043,1.071130264,1.702692099,-0.812493033,-0.91415491,-1.234177953,-0.856785661,0.551040622,-1.402290167,0.060432413,-0.547990244,0.858789262,0.663806548,-0.410456552,0.145970127,-0.248113198,-0.452120665,0.014227544,-0.281960873,0.118371377,-0.508471449,23.63,0
180,1.294032785,-0.762808543,0.111245009,-0.535421073,-1.134396007,-0.937699156,-0.477580647,-0.041693601,-0.685741138,0.801350785,0.996133858,-0.960861346,-2.420594624,0.477474259,-0.690166384,0.773869319,0.578842806,-0.944706421,1.030467162,-0.022437204,0.211623439,0.432048378,-0.156996151,0.526054775,0.639294871,-0.091241541,-0.034939542,-0.002709507,48,0
181,-0.723637212,0.15449565,1.263163339,0.964978491,-0.027169655,2.28520178,1.891702521,-0.14147756,-0.110654766,-0.147586632,0.411560461,0.059949734,-0.302443289,-0.243116379,1.510086067,-1.797723022,0.981416458,-2.149891993,-0.88525232,-0.013163844,-0.07878842,0.424113734,0.206427532,-0.96641053,-0.761682089,-0.437223201,-0.05110918,-0.380737577,318.5,0
181,1.136752053,-0.103769567,0.904686444,0.488210755,-0.678523515,0.039860729,-0.581293921,0.270996198,0.256539561,0.068091693,1.445183659,0.506268152,-0.85021452,0.46422296,0.963247298,0.522011841,-0.463008422,0.029021823,-0.386661217,-0.16608712,-0.017526913,-0.093159166,0.119722965,-0.000588012,0.026252192,0.229223266,0.000201188,0.010944963,6.47,0
183,0.726749304,-0.528042418,0.050365515,1.373621469,-0.124121987,0.415687584,0.259554812,0.085113703,-0.003025425,-0.062290576,0.906660847,1.228475454,0.086611471,0.250634863,-0.765775297,-0.412023173,-0.111942606,-0.356576838,-0.024936808,0.285748847,0.061888475,-0.10183792,-0.308373443,-0.270673358,0.604409937,-0.333689324,-0.003944315,0.040684732,224.97,0
183,-0.598071289,1.264136546,1.410326046,1.695174981,0.391727694,0.192575714,1.118220863,-0.050613499,-1.716966958,0.457353408,0.855787532,0.594038398,0.82172322,0.189483809,-0.530637233,0.752644733,-1.011935277,0.379097043,-0.435816317,-0.015370923,0.142545033,0.317850631,-0.199074136,0.014307306,0.150579728,-0.015709942,-0.071642214,0.034370915,75.83,0
184,1.199277668,0.365737836,0.428155251,0.617732707,-0.342609669,-0.845869259,0.041919491,-0.114616737,-0.360599588,-0.137369319,1.948868194,1.410297427,0.894622281,-0.235688937,0.292096329,0.578699331,-0.227218792,0.03313026,0.009131636,-0.025317734,-0.213354871,-0.615516879,0.132390788,0.517044673,0.185487336,0.061686036,-0.021503871,0.024434217,1.98,0
184,-0.143256003,0.743648518,1.534072207,1.062170094,0.20818678,-0.838622933,0.524151228,-0.294660552,-0.478855844,-0.006096561,-0.121309696,-0.564296679,-0.352630239,-0.336510143,1.8800621,-0.3236776,0.541293199,0.139300206,1.592842932,0.271422691,-0.205014457,-0.460893452,0.0474066,0.339242969,-0.77943859,0.234456216,-0.024124929,-0.049897532,1.98,0
185,-0.241301703,1.089311472,0.703988825,-0.265987044,0.692897788,-0.179352318,0.684650767,0.020709883,-0.28605017,-0.508542205,-1.479158417,-0.591528221,0.269664819,-0.494763598,1.00630743,0.795481785,-0.495216911,0.329829133,0.436667058,0.154853648,-0.356467398,-0.95437733,-0.184437223,-1.070824105,0.023379213,0.158949153,0.242899702,0.08389259,4.65,0
187,0.066060772,0.8762634,1.093992968,1.556150516,-0.07231813,-0.671902296,0.569707156,-0.143791231,-0.609469493,0.122388483,-0.477548435,-0.348544455,-0.275911532,0.469809094,1.619878123,-0.637980697,0.179422142,0.263764793,1.332689558,0.126786432,0.159757256,0.497796845,-0.043265755,0.397922925,-0.358151033,-0.186331411,0.135738679,0.098839653,23.32,0
188,1.168433389,0.319977589,0.589693418,1.044773982,-0.376941822,-0.67733453,0.054472152,-0.087670194,-0.304109943,0.147234469,1.611020115,1.278345135,0.482879493,0.428824607,0.244127603,0.284007739,-0.683671801,0.193288121,-0.165282074,-0.09152333,0.020051373,0.066969719,-0.017274229,0.532428568,0.502070236,-0.470804151,0.021892727,0.01933664,8.09,0
190,-1.505779164,-0.215325117,1.991294276,-1.631493385,-0.635965147,0.228413858,-0.034265697,0.042695827,-0.235439929,0.164740343,-1.51828766,-0.31742242,1.120534653,-1.524784874,-1.218546357,1.063013559,0.044391091,-1.340806316,0.715632259,0.232752122,-0.101938019,0.148145577,-0.450114636,-0.396558396,0.554223963,-0.340492981,-0.335617814,-0.413379326,82.29,0
190,-0.913599729,0.162262106,0.541428519,-1.931798725,0.235401734,-0.209262872,0.770523385,-0.407194916,-1.374754194,0.311187601,-1.715580685,-0.153918076,1.92285052,-0.484344945,0.194711382,-0.82572721,-0.902511055,1.21426051,-0.739848412,-0.591835528,-0.382551786,-0.546739015,-0.32002156,-0.92838459,-0.080009248,0.908687227,-0.286880971,0.140450013,99.95,0
190,0.075749698,1.026985684,0.83489051,1.208912537,0.107553957,0.465977242,-0.330959329,-1.6198728,-0.436603913,0.060715025,-0.431212703,0.537036416,0.942512348,0.3189698,1.596569045,-0.327721027,0.016979641,-0.407591354,0.243005097,-0.258697272,1.490696075,-0.532413829,-0.17976515,-0.422716907,0.774770005,-0.172429221,0.265078248,0.23001619,20,0
190,0.803845921,-0.571718052,1.048092695,1.167676674,-0.702291917,1.000002588,-0.692965324,0.483593496,0.577314402,-0.097276929,1.366323215,0.946058203,-0.533524106,0.127500771,0.498989903,-0.112718102,-0.060015454,-0.11353318,-0.901974945,0.029184598,0.300503012,0.778198922,-0.144781428,-0.277469207,0.272133428,-0.227466876,0.072236683,0.03894474,127.75,0
190,-0.549414252,0.676860674,2.151949976,1.014522992,-0.620011802,0.076154492,0.041578422,0.34267167,0.124722817,-0.048091693,0.737980149,0.197300157,-1.350329129,0.096465653,-0.391871595,-0.286166764,-0.041452759,0.836919533,0.777120739,0.104754661,0.212024288,0.850202604,-0.185597136,0.544990271,-0.130608922,-0.196373727,0.422119417,0.203312923,20.7,0
192,-0.351286911,1.183753559,0.530794296,0.543891399,0.798441455,-0.804472168,1.563169978,-0.935793598,0.633634189,2.30362744,1.398891254,-0.318656901,-1.410645341,-0.155224571,0.277950266,-0.70622766,-0.780092413,0.354093931,0.618677894,0.596401202,-0.121754584,0.668123706,-0.057379978,0.301398018,-0.730945515,-0.538615997,-0.037212113,-0.479956079,1.79,0
193,-0.922515164,0.84157679,2.078000014,1.373071345,0.666526104,0.779011906,0.609457558,0.4023688,-1.088370984,-0.096632144,0.449566509,0.397328103,-0.541616351,0.015321153,-1.672261774,0.454716297,-0.566873639,-0.384643685,-1.088492323,-0.105559348,-0.12742529,-0.458042576,-0.067386573,-0.350802113,0.039175944,-0.291078195,0.058607062,0.089760081,37.2,0
194,-1.131517179,1.016398669,0.735810425,1.166613773,0.7902364,-1.187196151,0.736468997,-0.327991907,-0.555549247,-0.454532753,0.023276926,-0.186312977,0.395096171,-1.308900823,1.220467459,0.116426363,0.862879581,0.649778331,0.317546511,-0.265970993,0.00961259,0.315738653,0.054209943,0.294232444,0.003876835,-0.31415862,-0.099512267,0.122697402,1,0
194,-0.773295862,-0.190661402,2.404946261,-1.799880754,-0.396516458,0.199217658,0.257805624,-0.341961662,-0.06972773,1.181367471,1.465251443,-0.105116481,-0.232535811,-1.397118979,-1.21718188,0.568078154,0.036588183,-1.272570872,-0.090211742,0.436142397,0.235139826,1.447800396,-0.320606648,0.271029138,-0.068299271,-0.266823198,-0.127058976,-0.392033032,32.77,0
194,-0.931154307,0.82588911,0.168007968,-0.077211689,2.966451847,4.099506482,-0.146900852,-1.111250968,-0.023183356,0.395386727,-0.474706738,-0.181066303,-0.346984397,-0.252545938,0.066340089,-0.636039898,-0.326118565,0.140925881,1.207499829,-0.181541983,1.317467331,-0.700836478,-0.217694085,0.9964802,0.292649008,-0.317728253,-0.221212331,-0.300920242,5.99,0
196,-0.278287825,0.866213738,-0.300620201,-1.117345479,2.542241938,3.270646265,0.117003384,0.934685761,-0.503871254,-0.445162242,-0.010315251,-0.332580634,-0.079643879,-0.258721248,1.097529919,0.715429473,-0.482517718,0.323553969,0.282821412,0.221469125,-0.320542166,-1.005672236,-0.055448851,0.935789805,-0.007564474,0.088108933,0.248043044,0.090837486,0.89,0
196,1.198658495,-0.420333822,0.014599158,-0.270792868,-0.471074009,-0.384610465,-0.083890427,-0.077569983,-1.537507819,0.846368149,1.512576055,0.858692689,0.410549917,0.529565298,0.147448385,-1.573951028,0.024288477,0.499010405,-0.739676178,-0.401552282,-0.630205815,-1.504431997,0.19377055,-0.017458024,0.058386912,0.145372852,-0.034903837,0.011037036,63.9,0
199,-0.923891761,0.568852442,1.244235999,-0.597472514,1.084896977,-0.376975841,0.568214821,-0.009271501,-0.246538353,-0.20077019,1.325403043,0.358180355,-0.379146078,-0.4016958,0.074929066,0.55758693,-0.462408711,-0.047329748,-0.728369549,-0.017714498,-0.215560064,-0.43326426,-0.083938141,-0.363649078,-0.599896889,-0.114448127,0.101574819,-0.033301556,6.45,0
199,1.02926862,-0.516292307,1.291785339,0.364676364,-1.278463379,-0.196378321,-0.610174765,0.111794036,1.075349928,-0.537594445,-0.000486523,1.13476791,0.424995473,-0.593341681,-0.144918112,-0.587708829,0.587058523,-1.319977617,-0.114311929,0.015553567,-0.132859062,-0.181489979,0.122150707,0.69845342,-0.008469875,0.931970824,-0.022778635,0.026640287,61.18,0
199,1.187706334,-0.141019355,0.563458522,0.766382585,0.151071026,1.596936995,-0.742474537,0.458518379,0.66947612,-0.089758643,-0.329412835,0.956379503,0.741039589,-0.339639868,-0.199561539,0.462226356,-0.877941711,0.485550141,0.367603273,-0.064766548,-0.090517053,-0.023452358,-0.207476674,-1.686136527,0.559743064,-0.291579652,0.086083246,0.008421852,9.99,0
200,-0.304922925,-0.521387699,1.341180514,-0.255797283,-1.120915926,0.918260347,0.174348117,0.358936082,1.208379613,-1.115110433,0.792522518,0.947250296,-0.63752171,-0.05079562,0.548192833,-1.546895848,0.732697001,0.491793062,2.642445058,0.490222139,0.124286738,0.405697718,0.418190996,-0.305738137,-0.487991443,-0.559780152,0.171079309,0.107152651,196.7,0
200,-1.269461299,-1.027152549,2.261372999,-0.504356014,0.693421365,1.237761226,0.056065337,0.09191899,-0.676680063,0.329999625,0.426491433,0.48536023,0.795882264,-0.910867353,0.715258881,-2.744935024,0.679419159,-0.700312693,-3.463993232,-0.527727087,-0.131777408,0.697266173,0.288501059,-0.644486714,0.027409373,-0.329713693,-0.291794564,-0.381556141,79,0
204,0.860652097,-0.247375224,0.754082235,1.185491707,-0.486174312,0.241012929,-0.197775505,0.136015068,-0.13892014,0.069816154,1.630627532,1.422599056,0.929052854,0.190489661,0.688744903,0.33600991,-0.633726755,0.158199078,-0.740965871,0.176969316,0.285398313,0.612468202,-0.175761317,0.047502654,0.378591616,-0.305091515,0.037625667,0.043643522,137.3,0
204,-0.938225555,0.104717344,1.309641702,-0.867536533,0.450685256,-1.437502176,0.650603583,0.028359911,-0.58867849,-0.556394135,1.156113141,-0.218437377,-2.049263205,0.896911813,-0.276749044,0.463415472,-0.500606336,-0.221200835,0.012236949,0.004380235,-0.237085534,-1.150829278,0.262462123,0.475206184,-0.516789844,0.426883032,-0.058198038,0.107995679,39.94,0
204,-0.18842395,0.87760183,-0.73468591,-0.9134037,1.941770351,4.037422713,-1.707118367,-2.537640843,-0.590337624,-0.763038648,-0.154033225,0.252520189,-0.279930472,0.883568857,1.083943287,0.826626293,-0.724612716,-0.000784141,-0.001108105,0.543408832,-0.824078772,-1.042330686,0.168264918,0.963855361,0.887849695,0.171166714,0.012283966,0.164537715,1.98,0
205,1.182398882,0.059488688,0.310672612,0.828817335,0.341209078,1.112592947,-0.292777954,0.287394091,0.268307131,-0.087575427,0.151276897,1.315882683,0.93045189,-0.138173545,-0.521815312,0.095149583,-0.626292732,-0.174092779,0.488467737,-0.061462541,-0.337817781,-0.776840499,-0.05648606,-1.35698587,0.475789717,-0.546518635,0.063034739,0.008046696,12.99,0
206,-1.499761074,1.059588047,0.496912353,1.006069237,-0.672949231,-0.490299273,1.102432859,-0.084853847,-0.599232628,-0.072664363,-0.52773437,0.193356027,0.571694371,0.369248043,1.037853706,-0.145020599,-0.131197506,0.055643204,0.507018755,-0.634803521,0.08270953,0.610347844,0.257934001,0.426521346,-0.145908899,-0.34851996,-0.215145689,-0.027602352,153.91,0
206,-1.427151559,-0.527766419,2.460153272,-2.807481891,-0.457111342,-1.365708945,0.516031464,-0.132600601,1.654158677,-1.861968658,-0.375046908,0.347861161,-0.476259222,-0.591427377,0.226692072,-0.05358509,-0.642540807,0.107727368,-0.995080434,0.332844186,0.175522356,0.57565524,-0.11169721,0.7529476,0.675003749,-0.162285584,0.058107434,-0.086260874,101,0
206,-0.370562536,0.599809965,0.216683002,-0.513092693,2.697142555,3.882795304,0.29554467,0.850059083,-0.297189192,0.191989943,-0.925471067,-0.369425197,-0.377793565,-0.493814118,-1.48133579,0.68436227,-1.048205155,-0.256700186,-0.859905689,0.11388961,-0.147919657,-0.176213674,-0.120574835,1.042297493,-0.391704857,0.675404597,0.163594994,-0.004996535,10.27,0
209,-5.852465108,5.26737615,-1.761894935,-1.441250063,-0.988528968,-0.672186732,0.075759669,0.774198153,3.580112198,6.510779226,1.276495686,0.837057429,0.377257168,-1.614809223,0.534728164,0.416673221,-0.54182781,0.228258298,-0.243878982,2.983262081,-0.910910332,-1.204988487,0.215766032,-0.498065935,1.125918008,0.201449737,2.468867101,1.573083584,8.97,0
